ORDERID,PRODUCTID,CUSTOMERID,EMPLOYEEID,ORDERPERIODID,REQUIREDPERIODID,SHIPPEDPERIODID,SHIPPERID,UNITPRICE,QUANTITY,DISCOUNT,UNITSALES,NETSALES,UNITCOST,COST
4793,35,42,12,2226,2239,2226,3,2000,168,18,336000,275520,1500,252000
4805,35,95,5,2243,2256,2243,6,2000,355,18,710000,582200,1500,532500
4806,35,103,13,2231,2244,2231,9,2000,193,18,386000,316520,1500,289500
4819,35,35,5,2239,2252,2239,1,2000,285,18,570000,467400,1500,427500
4828,35,100,10,2247,2260,2247,11,2000,139,18,278000,227960,1500,208500
4831,35,107,17,2241,2254,2241,3,2000,120,18,240000,196800,1500,180000
4845,40,9,9,2239,2252,2239,5,80,1194,18,95520,78326,60,71640
4850,35,56,26,2244,2257,2244,3,2000,248,18,496000,406720,1500,372000
5819,40,56,26,2500,2513,2500,6,80,1477,18,118160,96891,60,88620
5821,35,102,12,2507,2520,2507,2,2000,348,18,696000,570720,1500,522000
5832,35,106,16,2506,2519,2506,8,2000,290,18,580000,475600,1500,435000
5832,40,106,16,2506,2519,2506,8,80,1933,18,154640,126805,60,115980
5835,35,109,19,2501,2514,2501,5,2000,220,18,440000,360800,1500,330000
5846,22,12,12,2504,2517,2504,11,1900,84,18,159600,130872,1425,119700
5861,22,72,12,2503,2516,2504,11,1900,78,18,148200,121524,1425,111150
5862,35,98,8,2521,2534,2521,3,2000,148,18,296000,242720,1500,222000
5866,35,41,11,2521,2534,2521,9,2000,251,18,502000,411640,1500,376500
5874,35,85,25,2524,2537,2528,2,2000,166,18,332000,272240,1500,249000
5878,35,40,10,2521,2534,2521,7,2000,231,18,462000,378840,1500,346500
5885,22,22,22,2526,2539,2526,10,1900,71,18,134900,110618,1425,101175
5891,35,12,12,2526,2539,2526,9,2000,293,18,586000,480520,1500,439500
5893,22,27,27,2526,2539,2526,7,1900,164,18,311600,255512,1425,233700
5897,35,57,27,2530,2543,2535,5,2000,604,18,1208000,990560,1500,906000
5903,35,114,24,2527,2540,2527,5,2000,336,18,672000,551040,1500,504000
5915,35,24,24,2523,2536,2526,10,2000,196,18,392000,321440,1500,294000
5916,35,49,19,2516,2529,2516,2,2000,256,18,512000,419840,1500,384000
5923,35,58,28,2523,2536,2523,6,2000,273,18,546000,447720,1500,409500
5960,35,39,9,2529,2542,2529,5,2000,144,18,288000,236160,1500,216000
5967,35,70,10,2536,2549,2536,3,2000,136,18,272000,223040,1500,204000
5976,35,104,14,2537,2550,2545,5,2000,228,18,456000,373920,1500,342000
5979,35,1,1,2546,2559,2546,3,2000,334,18,668000,547760,1500,501000
5983,35,22,22,2544,2557,2544,3,2000,253,18,506000,414920,1500,379500
5994,35,3,3,2535,2548,2535,6,2000,356,18,712000,583840,1500,534000
6001,35,51,21,2535,2548,2535,1,2000,153,18,306000,250920,1500,229500
6022,35,57,27,2555,2568,2555,6,2000,656,18,1312000,1075840,1500,984000
6023,40,75,15,2547,2560,2547,9,80,1078,18,86240,70717,60,64680
6027,35,12,12,2562,2575,2562,4,2000,320,18,640000,524800,1500,480000
6032,35,37,7,2562,2575,2562,10,2000,131,18,262000,214840,1500,196500
6036,35,119,29,2545,2558,2545,5,2000,299,18,598000,490360,1500,448500
6038,35,41,11,2563,2576,2563,4,2000,277,18,554000,454280,1500,415500
6043,40,31,1,2559,2572,2559,11,80,4290,18,343200,281424,60,257400
6057,35,14,14,2558,2571,2558,7,2000,145,18,290000,237800,1500,217500
6060,35,101,11,2562,2575,2562,10,2000,349,18,698000,572360,1500,523500
6061,35,105,15,2566,2579,2566,5,2000,248,18,496000,406720,1500,372000
6069,35,71,11,2570,2583,2578,8,2000,183,18,366000,300120,1500,274500
6088,35,5,5,2569,2582,2569,2,2000,622,18,1244000,1020080,1500,933000
6099,40,72,12,2573,2586,2573,3,80,1717,18,137360,112635,60,103020
6100,35,91,1,2574,2587,2574,10,2000,549,18,1098000,900360,1500,823500
6111,35,61,1,2567,2580,2567,9,2000,384,18,768000,629760,1500,576000
6113,35,104,14,2575,2588,2575,1,2000,252,18,504000,413280,1500,378000
6115,40,109,19,2579,2592,2579,6,80,1741,18,139280,114210,60,104460
6116,35,117,27,2582,2595,2582,1,2000,388,18,776000,636320,1500,582000
6118,35,92,2,2569,2582,2569,7,2000,574,18,1148000,941360,1500,861000
6122,35,81,21,2571,2584,2571,11,2000,133,18,266000,218120,1500,199500
6134,35,3,3,2580,2593,2580,11,2000,380,18,760000,623200,1500,570000
6156,35,31,1,2587,2600,2587,3,2000,644,18,1288000,1056160,1500,966000
6168,40,100,10,2577,2590,2577,6,80,2168,18,173440,142221,60,130080
6176,35,72,12,2596,2609,2604,10,2000,267,18,534000,437880,1500,400500
6177,35,112,22,2592,2605,2592,7,2000,263,18,526000,431320,1500,394500
6179,22,37,7,2585,2598,2592,4,1900,42,18,79800,65436,1425,59850
6186,35,86,26,2586,2599,2586,6,2000,405,18,810000,664200,1500,607500
6191,40,49,19,2594,2607,2594,11,80,1741,18,139280,114210,60,104460
6206,35,61,1,2593,2606,2593,4,2000,413,18,826000,677320,1500,619500
6214,35,23,23,2601,2614,2601,3,2000,132,18,264000,216480,1500,198000
6219,35,67,7,2598,2611,2598,9,2000,141,18,282000,231240,1500,211500
6223,35,77,17,2603,2616,2603,7,2000,251,18,502000,411640,1500,376500
6238,35,18,18,2600,2613,2600,7,2000,258,18,516000,423120,1500,387000
6249,40,56,26,2615,2628,2615,3,80,2337,18,186960,153307,60,140220
6253,35,100,10,2604,2617,2604,5,2000,357,18,714000,585480,1500,535500
6255,40,9,9,2616,2629,2616,10,80,1114,18,89120,73078,60,66840
6257,35,39,9,2607,2620,2607,3,2000,148,18,296000,242720,1500,222000
6285,35,12,12,2621,2634,2621,9,2000,372,18,744000,610080,1500,558000
5347,40,5,5,2372,2385,2372,3,80,4342,18,347360,284835,60,260520
5081,43,79,19,2288,2301,2288,9,75,1327,18,99525,81611,56,74643
5083,63,111,21,2295,2308,2295,4,150,1149,18,172350,141327,112,129262
5086,60,89,29,2296,2309,2296,10,115,1267,18,145705,119478,86,109278
5089,60,60,30,2306,2319,2306,3,115,1685,18,193775,158896,86,145331
5114,60,75,15,2295,2308,2295,11,115,2090,18,240350,197087,86,180262
5122,63,15,15,2313,2326,2313,9,150,1421,18,213150,174783,112,159862
5123,60,37,7,2305,2318,2305,2,115,1180,18,135700,111274,86,101775
5130,63,66,6,2309,2322,2309,7,150,992,18,148800,122016,112,111600
5132,63,91,1,2314,2327,2314,8,150,2174,18,326100,267402,112,244575
5138,60,57,27,2304,2317,2304,6,115,2423,18,278645,228489,86,208983
5153,60,104,14,2306,2319,2306,3,115,2090,18,240350,197087,86,180262
5154,60,109,19,2307,2320,2307,7,115,909,18,104535,85719,86,78401
5157,60,101,11,2320,2333,2320,9,115,1264,18,145360,119195,86,109020
5168,43,72,12,2318,2331,2318,1,75,1483,18,111225,91205,56,83418
5174,43,28,28,2318,2331,2318,4,75,1203,18,90225,73985,56,67668
5192,60,98,8,2319,2332,2319,8,115,1299,18,149385,122496,86,112038
5193,63,106,16,2324,2337,2324,6,150,1427,18,214050,175521,112,160537
5205,63,89,29,2326,2339,2326,2,150,1293,18,193950,159039,112,145462
5206,63,102,12,2330,2343,2330,9,150,1469,18,220350,180687,112,165262
5217,63,117,27,2337,2350,2337,10,150,2122,18,318300,261006,112,238725
5223,60,12,12,2336,2349,2336,1,115,1384,18,159160,130511,86,119370
5224,63,13,13,2336,2349,2336,10,150,2130,18,319500,261990,112,239625
5226,63,57,27,2338,2351,2338,1,150,2702,18,405300,332346,112,303975
5229,63,96,6,2332,2345,2332,7,150,1214,18,182100,149322,112,136575
5231,63,9,9,2332,2345,2332,4,150,905,18,135750,111315,112,101812
5238,63,95,5,2333,2346,2333,11,150,2876,18,431400,353748,112,323550
5244,63,114,24,2347,2360,2347,7,150,2023,18,303450,248829,112,227587
5256,63,119,29,2349,2362,2349,6,150,1724,18,258600,212052,112,193950
5260,60,91,1,2339,2352,2339,11,115,2493,18,286695,235090,86,215021
5266,60,55,25,2356,2369,2356,9,115,1224,18,140760,115423,86,105570
5266,63,55,25,2356,2369,2356,9,150,1224,18,183600,150552,112,137700
5270,63,15,15,2353,2366,2353,10,150,830,18,124500,102090,112,93375
5275,63,108,18,2351,2364,2351,11,150,2130,18,319500,261990,112,239625
5276,60,27,27,2358,2371,2358,6,115,3150,18,362250,297045,86,271687
5280,60,31,1,2346,2359,2346,4,115,4091,18,470465,385781,86,352848
5283,63,85,25,2355,2368,2355,4,150,894,18,134100,109962,112,100575
5291,63,20,20,2361,2374,2361,8,150,770,18,115500,94710,112,86625
5296,63,91,1,2364,2377,2364,10,150,2648,18,397200,325704,112,297900
5298,63,19,19,2363,2376,2363,6,150,1247,18,187050,153381,112,140287
5308,63,106,16,2357,2370,2357,1,150,1443,18,216450,177489,112,162337
5309,63,74,14,2363,2376,2363,10,150,1443,18,216450,177489,112,162337
5310,63,9,9,2353,2366,2353,1,150,998,18,149700,122754,112,112275
5328,63,109,19,2365,2378,2365,4,150,1095,18,164250,134685,112,123187
5337,60,9,9,2366,2379,2366,10,115,1030,18,118450,97129,86,88837
5337,63,9,9,2366,2379,2366,10,150,1030,18,154500,126690,112,115875
6311,60,110,20,2627,2640,2627,4,115,1163,18,133745,109671,86,100308
6319,63,95,5,2618,2631,2620,7,150,4235,18,635250,520905,112,476437
6326,63,39,9,2624,2637,2624,4,150,1027,18,154050,126321,112,115537
6341,63,58,28,2636,2649,2636,7,150,2365,18,354750,290895,112,266062
6347,60,50,20,2628,2641,2628,10,115,2239,18,257485,211138,86,193113
6350,63,68,8,2631,2644,2631,7,150,1195,18,179250,146985,112,134437
6366,63,37,7,2625,2638,2625,9,150,1132,18,169800,139236,112,127350
6367,60,40,10,2629,2642,2629,1,115,1798,18,206770,169551,86,155077
6399,43,39,9,2635,2648,2635,2,75,1094,18,82050,67281,56,61537
6400,63,106,16,2646,2659,2646,8,150,1937,18,290550,238251,112,217912
6405,60,87,27,2648,2661,2648,11,115,1837,18,211255,173229,86,158441
6407,63,104,14,2650,2663,2650,9,150,1358,18,203700,167034,112,152775
6412,63,10,10,2642,2655,2642,2,150,1232,18,184800,151536,112,138600
6414,63,110,20,2635,2648,2635,5,150,1132,18,169800,139236,112,127350
6422,63,26,26,2655,2668,2656,5,150,2491,18,373650,306393,112,280237
6427,60,56,26,2655,2668,2655,4,115,2642,18,303830,249141,86,227872
6430,63,14,14,2654,2667,2656,1,150,1031,18,154650,126813,112,115987
6432,63,41,11,2648,2661,2648,2,150,1610,18,241500,198030,112,181125
6436,63,105,15,2639,2652,2639,2,150,1773,18,265950,218079,112,199462
6451,60,110,20,2660,2673,2660,3,115,1069,18,122935,100807,86,92201
6459,60,31,1,2662,2675,2662,11,115,4052,18,465980,382104,86,349485
6463,63,61,1,2645,2658,2645,5,150,2768,18,415200,340464,112,311400
6476,63,22,22,2667,2680,2667,9,150,2415,18,362250,297045,112,271687
6506,60,49,19,2660,2673,2668,5,115,1559,18,179285,147014,86,134463
6510,60,58,28,2660,2673,2668,7,115,2224,18,255760,209723,86,191820
6517,63,90,30,2674,2687,2674,2,150,3192,18,478800,392616,112,359100
6542,63,57,27,2680,2693,2680,1,150,5234,18,785100,643782,112,588825
6546,63,6,6,2677,2690,2679,3,150,920,18,138000,113160,112,103500
6552,60,56,26,2684,2697,2684,9,115,2878,18,330970,271395,86,248227
6571,63,22,22,2686,2699,2686,10,150,2504,18,375600,307992,112,281700
6572,60,52,22,2691,2704,2691,1,115,2287,18,263005,215664,86,197253
6580,63,37,7,2678,2691,2678,4,150,1009,18,151350,124107,112,113512
6585,63,39,9,2689,2702,2689,10,150,1137,18,170550,139851,112,127912
6595,63,45,15,2685,2698,2685,7,150,926,18,138900,113898,112,104175
6602,63,100,10,2682,2695,2682,1,150,2440,18,366000,300120,112,274500
6610,60,90,30,2685,2698,2685,10,115,3475,18,399625,327693,86,299718
6614,63,55,25,2690,2703,2690,2,150,2035,18,305250,250305,112,228937
6625,63,68,8,2705,2718,2705,1,150,1265,18,189750,155595,112,142312
6631,63,67,7,2749,2762,2749,2,150,1148,18,172200,141204,112,129150
6645,60,40,10,2692,2705,2692,9,115,1618,18,186070,152577,86,139552
6645,63,40,10,2692,2705,2692,9,150,1618,18,242700,199014,112,182025
6648,63,91,1,2704,2717,2704,1,150,3184,18,477600,391632,112,358200
6663,63,22,22,2697,2710,2697,6,150,2427,18,364050,298521,112,273037
6690,43,14,14,2717,2730,2717,2,75,1096,18,82200,67404,56,61650
6710,63,56,26,2724,2737,2724,1,150,2983,18,447450,366909,112,335587
6717,63,102,12,2715,2728,2715,11,150,1044,18,156600,128412,112,117450
6722,63,92,2,2722,2735,2722,10,150,3105,18,465750,381915,112,349312
6730,63,65,5,2709,2722,2709,3,150,3654,18,548100,449442,112,411075
6764,63,78,18,2729,2742,2729,2,150,1258,18,188700,154734,112,141525
6775,63,108,18,2720,2733,2720,7,150,2173,18,325950,267279,112,244462
6782,60,40,10,2725,2738,2725,8,115,1682,18,193430,158613,86,145072
6783,63,55,25,2730,2743,2730,11,150,2226,18,333900,273798,112,250425
6786,63,102,12,2721,2734,2721,6,150,1113,18,166950,136899,112,125212
6790,43,1,1,2740,2753,2740,11,75,2544,18,190800,156456,56,143100
6791,63,14,14,2738,2751,2740,9,150,1166,18,174900,143418,112,131175
6795,63,88,28,2727,2740,2727,1,150,2075,18,311250,255225,112,233437
6798,60,117,27,2730,2743,2730,7,115,2700,18,310500,254610,86,232875
6814,63,50,20,2728,2741,2728,4,150,2650,18,397500,325950,112,298125
6821,43,101,11,2733,2746,2736,3,75,2345,18,175875,144218,56,131906
6823,63,104,14,2728,2741,2728,8,150,1590,18,238500,195570,112,178875
6833,43,111,21,2729,2742,2729,6,75,1444,18,108300,88806,56,81225
6849,63,50,20,2748,2761,2748,4,150,2650,18,397500,325950,112,298125
6871,63,17,17,2742,2755,2742,7,150,954,18,143100,117342,112,107325
6877,60,73,13,2744,2757,2744,10,115,954,18,109710,89962,86,82282
6892,60,52,22,2760,2773,2760,10,115,2555,18,293825,240937,86,220368
6900,60,78,18,2754,2767,2754,4,115,1371,18,157665,129285,86,118248
6930,60,24,24,2766,2779,2766,4,115,1869,18,214935,176247,86,161201
6939,60,66,6,2754,2767,2762,5,115,981,18,112815,92508,86,84611
6941,63,96,6,2760,2773,2768,2,150,2178,18,326700,267894,112,245025
6948,63,40,10,2753,2766,2753,11,150,1923,18,288450,236529,112,216337
6962,60,114,24,2772,2785,2772,10,115,2690,18,309350,253667,86,232012
6967,43,38,8,2771,2784,2778,9,75,1250,18,93750,76875,56,70312
6977,60,37,7,2767,2780,2767,10,115,1237,18,142255,116649,86,106691
6978,63,42,12,2769,2782,2769,9,150,1170,18,175500,143910,112,131625
6987,60,57,27,2776,2789,2776,3,115,5440,18,625600,512992,86,469200
6990,63,87,27,2777,2790,2777,10,150,2543,18,381450,312789,112,286087
6995,63,48,18,2773,2786,2777,2,150,981,18,147150,120663,112,110362
6996,43,77,17,2777,2790,2777,9,75,2098,18,157350,129027,56,118012
6996,63,77,17,2777,2790,2777,9,150,2098,18,314700,258054,112,236025
7003,60,101,11,2774,2787,2774,6,115,2568,18,295320,242162,86,221490
7011,60,27,27,2779,2792,2779,4,115,4731,18,544065,446133,86,408048
7022,60,83,23,2780,2793,2780,9,115,973,18,111895,91754,86,83921
7026,63,49,19,2787,2800,2787,3,150,1645,18,246750,202335,112,185062
7029,60,80,20,2775,2788,2775,7,115,1302,18,149730,122779,86,112297
7029,63,80,20,2775,2788,2775,7,150,1302,18,195300,160146,112,146475
7031,63,37,7,2782,2795,2782,1,150,1316,18,197400,161868,112,148050
7049,63,17,17,2782,2795,2782,9,150,1083,18,162450,133209,112,121837
7067,63,102,12,2796,2809,2796,11,150,1494,18,224100,183762,112,168075
7082,63,71,11,2790,2803,2790,6,150,1220,18,183000,150060,112,137250
7093,63,78,18,2840,2853,2840,8,150,1576,18,236400,193848,112,177300
7107,60,45,15,2797,2810,2797,8,115,1233,18,141795,116272,86,106346
7110,63,85,25,2805,2818,2805,7,150,1028,18,154200,126444,112,115650
7120,60,106,16,2804,2817,2804,6,115,2097,18,241155,197747,86,180866
7130,43,24,24,2799,2812,2803,3,75,2070,18,155250,127305,56,116437
7137,60,96,6,2795,2808,2795,9,115,2015,18,231725,190015,86,173793
7164,63,12,12,2809,2822,2809,10,150,2642,18,396300,324966,112,297225
7176,63,74,14,2808,2821,2808,11,150,1641,18,246150,201843,112,184612
5351,35,106,16,2370,2383,2370,8,2000,224,18,448000,367360,1500,336000
5372,40,65,5,2385,2398,2385,1,80,2713,18,217040,177973,60,162780
5384,35,91,1,2381,2394,2381,11,2000,382,18,764000,626480,1500,573000
5387,40,80,20,2379,2392,2379,5,80,1032,18,82560,67699,60,61920
5394,35,71,11,2388,2401,2388,9,2000,153,18,306000,250920,1500,229500
5407,35,119,29,2398,2411,2398,5,2000,300,18,600000,492000,1500,450000
5419,35,72,12,2387,2400,2387,7,2000,221,18,442000,362440,1500,331500
7184,63,41,11,2821,2834,2821,7,150,1613,18,241950,198399,112,181462
5429,35,92,2,2391,2404,2391,10,2000,323,18,646000,529720,1500,484500
7200,63,48,18,2822,2835,2822,1,150,1057,18,158550,130011,112,118912
5433,35,111,21,2403,2416,2403,3,2000,160,18,320000,262400,1500,240000
7202,60,90,30,2807,2820,2807,4,115,3897,18,448155,367487,86,336116
5435,35,26,26,2405,2418,2405,6,2000,351,18,702000,575640,1500,526500
7216,63,119,29,2818,2831,2818,2,150,4494,18,674100,552762,112,505575
5436,35,19,19,2405,2418,2405,4,2000,194,18,388000,318160,1500,291000
7221,63,37,7,2822,2835,2822,3,150,1502,18,225300,184746,112,168975
5448,40,109,19,2394,2407,2394,8,80,1141,18,91280,74850,60,68460
7226,63,108,18,2819,2832,2819,9,150,2684,18,402600,330132,112,301950
5472,35,31,1,2405,2418,2405,8,2000,660,18,1320000,1082400,1500,990000
7227,63,14,14,2813,2826,2813,2,150,1488,18,223200,183024,112,167400
5494,35,78,18,2412,2425,2412,2,2000,119,18,238000,195160,1500,178500
7237,63,56,26,2819,2832,2819,3,150,3583,18,537450,440709,112,403087
5500,35,85,25,2420,2433,2420,5,2000,171,18,342000,280440,1500,256500
7265,60,70,10,2828,2841,2828,7,115,1126,18,129490,106182,86,97117
5504,35,91,1,2425,2438,2425,5,2000,436,18,872000,715040,1500,654000
7294,63,9,9,2837,2850,2837,9,150,1377,18,206550,169371,112,154912
5514,40,72,12,2418,2431,2418,4,80,1688,18,135040,110733,60,101280
7331,63,12,12,2835,2848,2835,2,150,2836,18,425400,348828,112,319050
5525,35,90,30,2422,2435,2422,3,2000,360,18,720000,590400,1500,540000
7332,60,55,25,2848,2861,2848,11,115,2708,18,311420,255364,86,233565
5531,35,77,17,2419,2432,2419,3,2000,206,18,412000,337840,1500,309000
5552,35,40,10,2433,2446,2433,1,2000,183,18,366000,300120,1500,274500
7333,63,69,9,2837,2850,2837,3,150,1077,18,161550,132471,112,121162
5561,40,72,12,2439,2452,2439,9,80,1755,18,140400,115128,60,105300
7334,63,104,14,2850,2863,2850,6,150,2070,18,310500,254610,112,232875
7350,63,40,10,2849,2862,2849,1,150,2169,18,325350,266787,112,244012
5571,35,90,30,2432,2445,2432,7,2000,373,18,746000,611720,1500,559500
7376,43,54,24,2846,2859,2846,2,75,1276,18,95700,78474,56,71775
5572,35,117,27,2441,2454,2449,11,2000,423,18,846000,693720,1500,634500
5582,35,86,26,2446,2459,2446,1,2000,229,18,458000,375560,1500,343500
7385,60,83,23,2853,2866,2853,5,115,1219,18,140185,114952,86,105138
5593,35,24,24,2446,2459,2450,11,2000,147,18,294000,241080,1500,220500
7392,63,113,23,2852,2865,2852,2,150,1176,18,176400,144648,112,132300
5608,35,15,15,2456,2469,2456,3,2000,177,18,354000,290280,1500,265500
7408,60,108,18,2858,2871,2858,11,115,2793,18,321195,263380,86,240896
5610,35,41,11,2438,2451,2438,7,2000,215,18,430000,352600,1500,322500
7420,63,10,10,2864,2877,2864,7,150,2027,18,304050,249321,112,228037
5612,22,31,1,2438,2451,2438,5,1900,204,18,387600,317832,1425,290700
7440,63,114,24,2856,2869,2856,4,150,2836,18,425400,348828,112,319050
5613,40,55,25,2456,2469,2456,2,80,1798,18,143840,117949,60,107880
7463,60,9,9,2874,2887,2874,5,115,1531,18,176065,144373,86,132048
5615,35,101,11,2457,2470,2457,9,2000,247,18,494000,405080,1500,370500
7463,63,9,9,2874,2887,2874,5,150,1531,18,229650,188313,112,172237
5618,35,19,19,2450,2463,2450,10,2000,227,18,454000,372280,1500,340500
7466,60,83,23,2866,2879,2866,9,115,1262,18,145130,119007,86,108847
5622,35,104,14,2451,2464,2451,1,2000,206,18,412000,337840,1500,309000
7474,63,60,30,2871,2884,2871,3,150,2659,18,398850,327057,112,299137
5624,35,93,3,2459,2472,2459,8,2000,297,18,594000,487080,1500,445500
7476,60,106,16,2878,2891,2878,1,115,2169,18,249435,204537,86,187076
5626,35,98,8,2443,2456,2443,1,2000,247,18,494000,405080,1500,370500
7485,60,14,14,2864,2877,2864,6,115,1748,18,201020,164836,86,150765
5629,35,112,22,2451,2464,2459,11,2000,283,18,566000,464120,1500,424500
5637,35,71,11,2451,2464,2451,2,2000,176,18,352000,288640,1500,264000
5650,35,111,21,2458,2471,2458,7,2000,188,18,376000,308320,1500,282000
5674,35,117,27,2465,2478,2465,11,2000,377,18,754000,618280,1500,565500
5687,40,1,1,2463,2476,2463,6,80,1662,18,132960,109027,60,99720
5690,35,97,7,2467,2480,2467,2,2000,135,18,270000,221400,1500,202500
5693,35,24,24,2464,2477,2464,2,2000,162,18,324000,265680,1500,243000
5707,35,114,24,2467,2480,2467,2,2000,342,18,684000,560880,1500,513000
5714,35,78,18,2473,2486,2473,2,2000,123,18,246000,201720,1500,184500
5725,35,98,8,2480,2493,2496,9,2000,250,18,500000,410000,1500,375000
5741,35,114,24,2490,2503,2490,11,2000,348,18,696000,570720,1500,522000
5742,35,58,28,2475,2488,2481,5,2000,231,18,462000,378840,1500,346500
5750,35,13,13,2485,2498,2485,3,2000,348,18,696000,570720,1500,522000
5761,35,31,1,2493,2506,2493,1,2000,560,18,1120000,918400,1500,840000
5763,35,78,18,2483,2496,2483,6,2000,127,18,254000,208280,1500,190500
5779,35,50,20,2484,2497,2484,1,2000,240,18,480000,393600,1500,360000
5792,35,112,22,2496,2509,2504,7,2000,241,18,482000,395240,1500,361500
5794,40,72,12,2496,2509,2496,6,80,1632,18,130560,107059,60,97920
5795,40,101,11,2487,2500,2487,9,80,1875,18,150000,123000,60,112500
5805,40,3,3,2506,2519,2506,10,80,2154,18,172320,141302,60,129240
5807,35,74,14,2496,2509,2503,3,2000,261,18,522000,428040,1500,391500
5809,35,91,1,2507,2520,2515,7,2000,556,18,1112000,911840,1500,834000
5815,35,85,25,2491,2504,2499,4,2000,191,18,382000,313240,1500,286500
4858,35,47,17,2256,2269,2256,2,2000,132,18,264000,216480,1500,198000
4873,35,63,3,2256,2269,2256,5,2000,367,18,734000,601880,1500,550500
4876,35,20,20,2250,2263,2250,4,2000,171,18,342000,280440,1500,256500
4899,22,31,1,2254,2267,2255,11,1900,145,18,275500,225910,1425,206625
4901,35,60,30,2255,2268,2255,6,2000,230,18,460000,377200,1500,345000
4905,40,111,21,2262,2275,2262,4,80,1072,18,85760,70323,60,64320
4925,40,86,26,2262,2275,2262,5,80,1784,18,142720,117030,60,107040
4948,35,75,15,2263,2276,2263,7,2000,310,18,620000,508400,1500,465000
4950,40,91,1,2268,2281,2268,8,80,1981,18,158480,129954,60,118860
4953,40,89,29,2274,2287,2274,7,80,1142,18,91360,74915,60,68520
4958,35,32,2,2264,2277,2264,8,2000,620,18,1240000,1016800,1500,930000
4970,40,104,14,2267,2280,2267,4,80,2064,18,165120,135398,60,123840
4977,40,64,4,2263,2276,2263,4,80,1919,18,153520,125886,60,115140
4980,35,114,24,2279,2292,2279,9,2000,310,18,620000,508400,1500,465000
5014,40,9,9,2284,2297,2284,11,80,743,18,59440,48741,60,44580
5018,40,83,23,2274,2287,2274,11,80,959,18,76720,62910,60,57540
5041,35,96,6,2288,2301,2288,7,2000,172,18,344000,282080,1500,258000
5042,35,100,10,2291,2304,2291,4,2000,158,18,316000,259120,1500,237000
5046,35,5,5,2292,2305,2292,5,2000,620,18,1240000,1016800,1500,930000
5059,35,105,15,2298,2311,2298,11,2000,193,18,386000,316520,1500,289500
5061,35,28,28,2287,2300,2287,1,2000,171,18,342000,280440,1500,256500
5065,35,94,4,2291,2304,2291,6,2000,222,18,444000,364080,1500,333000
5074,35,72,12,2300,2313,2300,5,2000,215,18,430000,352600,1500,322500
5082,35,85,25,2293,2306,2293,8,2000,210,18,420000,344400,1500,315000
5087,35,9,9,2290,2303,2290,1,2000,117,18,234000,191880,1500,175500
5089,40,60,30,2306,2319,2306,3,80,1685,18,134800,110536,60,101100
5090,35,30,30,2293,2306,2293,1,2000,267,18,534000,437880,1500,400500
5092,35,106,16,2298,2311,2298,9,2000,194,18,388000,318160,1500,291000
5098,35,77,17,2295,2308,2295,11,2000,266,18,532000,436240,1500,399000
5104,35,119,29,2307,2320,2307,8,2000,277,18,554000,454280,1500,415500
5107,35,86,26,2309,2322,2309,5,2000,306,18,612000,501840,1500,459000
5108,35,92,2,2297,2310,2297,2,2000,489,18,978000,801960,1500,733500
5115,40,83,23,2299,2312,2299,6,80,1045,18,83600,68552,60,62700
5121,35,2,2,2312,2325,2312,10,2000,222,18,444000,364080,1500,333000
5121,40,2,2,2312,2325,2312,10,80,1484,18,118720,97350,60,89040
5123,40,37,7,2305,2318,2305,2,80,1180,18,94400,77408,60,70800
5127,40,5,5,2299,2312,2299,5,80,4182,18,334560,274339,60,250920
5136,35,30,30,2310,2323,2310,9,2000,277,18,554000,454280,1500,415500
5138,35,57,27,2304,2317,2304,6,2000,363,18,726000,595320,1500,544500
5141,35,19,19,2317,2330,2317,3,2000,298,18,596000,488720,1500,447000
5145,35,118,28,2301,2314,2301,3,2000,173,18,346000,283720,1500,259500
5149,22,96,6,2318,2331,2318,7,1900,56,18,106400,87248,1425,79800
5154,40,109,19,2307,2320,2307,7,80,909,18,72720,59630,60,54540
5158,35,105,15,2322,2335,2322,3,2000,205,18,410000,336200,1500,307500
5191,35,61,1,2325,2338,2325,6,2000,320,18,640000,524800,1500,480000
5199,35,30,30,2334,2347,2334,5,2000,298,18,596000,488720,1500,447000
5204,35,71,11,2322,2335,2322,2,2000,251,18,502000,411640,1500,376500
5205,40,89,29,2326,2339,2326,2,80,1293,18,103440,84821,60,77580
5215,35,40,10,2323,2336,2323,8,2000,152,18,304000,249280,1500,228000
5218,40,67,7,2331,2344,2331,1,80,841,18,67280,55170,60,50460
5224,40,13,13,2336,2349,2336,10,80,2130,18,170400,139728,60,127800
5235,40,91,1,2329,2342,2329,1,80,2408,18,192640,157965,60,144480
5241,35,32,2,2338,2351,2338,3,2000,374,18,748000,613360,1500,561000
5249,35,106,16,2341,2354,2341,4,2000,222,18,444000,364080,1500,333000
5289,40,22,22,2362,2375,2362,2,80,958,18,76640,62845,60,57480
5294,35,112,22,2347,2360,2347,4,2000,203,18,406000,332920,1500,304500
5295,35,86,26,2361,2374,2361,3,2000,200,18,400000,328000,1500,300000
5314,35,31,1,2362,2375,2362,7,2000,593,18,1186000,972520,1500,889500
5315,35,98,8,2365,2378,2365,4,2000,202,18,404000,331280,1500,303000
5328,35,109,19,2365,2378,2365,4,2000,164,18,328000,268960,1500,246000
5336,40,30,30,2377,2390,2377,8,80,1231,18,98480,80754,60,73860
6314,35,19,19,2620,2633,2620,6,2000,230,18,460000,377200,1500,345000
